Date,Open,High,Low,Close,Turnover,Profit,Equity Share capital,EMA12,EMA26,OBV,ATR,SMA,Upper_Band,Lower_Band,Buy/Sell
2015-02-07,195.0378574839251,196.28308696569084,190.58455313921462,192.0408477783203,3884940000000.0,235660000000.0,32360000000.0,192.5554388859844,190.21401706963923,34871310.0,4.702049493312024,192.4056886945452,199.07443323476775,185.73694415432266,1.0
2015-02-08,195.0378574839251,196.28308696569084,190.58455313921462,192.0408477783203,3884940000000.0,235660000000.0,32360000000.0,192.47627102326683,190.34933786287488,34871310.0,4.795517974847883,192.75242505754744,198.72015665539402,186.78469345970086,1.0
2015-02-09,190.20467143735652,193.75042846306204,188.26294500370807,189.25491333007812,3884940000000.0,235660000000.0,32360000000.0,191.980677532007,190.268269378964,26031618.0,4.873911430160724,192.90016610281808,198.35467249223814,187.44565971339802,0.0
2015-02-10,189.5292748191726,190.90113497966803,181.78347497160354,186.15235900878906,3884940000000.0,235660000000.0,32360000000.0,191.08401314381962,189.9633871293214,12380610.0,5.280949540900148,192.79388209751673,198.72688652539665,186.8608776696368,0.0
2015-02-11,186.9965867829477,190.95392142397753,186.36341943948023,190.09913635253906,3884940000000.0,235660000000.0,32360000000.0,190.93249363746878,189.97344262733753,22161618.0,5.2515521683859605,192.70116969517298,198.76726979965312,186.63506959069284,1.0
2015-02-12,191.63984436207448,192.89562644773903,187.26040771530714,191.88255310058594,3884940000000.0,235660000000.0,32360000000.0,191.0786566317945,190.11485821794852,30871244.0,5.237983561681397,192.39588928222656,198.13424417320653,186.6575343912466,1.0
2015-02-13,192.9061752693439,194.34136483151966,191.86144428085873,193.64488220214844,3884940000000.0,235660000000.0,32360000000.0,191.47346056569512,190.3763414760374,38264924.0,5.07969018102713,192.42980739048548,198.19343112085056,186.6661836601204,1.0
2015-02-14,192.9061752693439,194.34136483151966,191.86144428085873,193.64488220214844,3884940000000.0,235660000000.0,32360000000.0,191.80752543284177,190.61845560389747,38264924.0,4.921396800372863,192.46372549874442,198.25165161171358,186.67579938577526,1.0
2015-02-15,192.9061752693439,194.34136483151966,191.86144428085873,193.64488220214844,3884940000000.0,235660000000.0,32360000000.0,192.0901957050428,190.84263535191604,38264924.0,4.763103419718596,192.49764360700334,198.30891777079242,186.68636944321426,1.0
2015-02-16,193.89815519297053,195.05897843046344,189.9513871809812,190.5423583984375,3884940000000.0,235660000000.0,32360000000.0,191.85206688864199,190.82039261462134,25998226.0,4.913859208615904,192.41849626813615,198.3091173192899,186.5278752169824,0.0
2015-02-17,193.89815519297053,195.05897843046344,189.9513871809812,190.5423583984375,3884940000000.0,235660000000.0,32360000000.0,191.65057327476438,190.7997974874966,25998226.0,4.861849220073397,191.8938696725028,196.93321549811458,186.85452384689103,1.0
2015-02-18,189.9514036892103,191.63986887635596,188.76948932929534,190.29965209960938,3884940000000.0,235660000000.0,32360000000.0,191.44273924781746,190.76274968098642,16163190.0,4.797025370781254,191.4845690046038,195.9781026084205,186.9910354007871,0.0
2015-02-19,191.41825760160572,191.5554549126806,187.32375333537178,190.3840789794922,3884940000000.0,235660000000.0,32360000000.0,191.27986843730588,190.73469999939425,25713827.0,4.763106495649503,191.15818568638392,195.208260839771,187.10811053299685,1.0
2015-02-20,188.94886460190477,189.10716700351702,183.8940502593591,184.27395629882812,3884940000000.0,235660000000.0,32360000000.0,190.202035800617,190.25612639194492,6996628.0,4.728433846912482,190.60340772356307,196.02742057499935,185.17939487212678,0.0
2015-02-21,188.94886460190477,189.10716700351702,183.8940502593591,184.27395629882812,3884940000000.0,235660000000.0,32360000000.0,189.29002356957255,189.81300268134368,6996628.0,4.693761198175461,190.0486297607422,196.35617216367027,183.7410873578141,1.0
2015-02-22,188.94886460190477,189.10716700351702,183.8940502593591,184.27395629882812,3884940000000.0,235660000000.0,32360000000.0,188.51832091253493,189.4027029493055,6996628.0,4.659088549438441,189.4938517979213,196.38577721863305,182.60192637720957,1.0
2015-02-23,183.60914795685684,185.04433772263366,178.7864893687498,179.70458984375,3884940000000.0,235660000000.0,32360000000.0,187.16236228656803,188.68432420074583,-7107835.0,4.7141146133334315,188.81168583461218,197.4697762158262,180.15359545339817,0.0
2015-02-24,180.2955325734456,180.8337269313791,176.65480271945844,177.593994140625,3884940000000.0,235660000000.0,32360000000.0,185.69030564873066,187.86281827036652,-27054053.0,4.3613477707517285,188.20037405831474,198.68348836297966,177.7172597536498,0.0
2015-02-25,179.14527016995885,180.7704057453711,177.509567951736,177.95278930664062,3884940000000.0,235660000000.0,32360000000.0,184.49991851917835,187.12874205083125,-11779937.0,4.266371757118715,187.33277784075057,199.07396829531578,175.59158738618535,1.0
2015-02-26,178.57539119966032,179.39851852638344,176.57034973767074,177.71006774902344,3884940000000.0,235660000000.0,32360000000.0,183.45532609300068,186.43106247291956,-33239687.0,4.065868189710201,186.3204574584961,198.79294468191395,173.84797023507824,0.0
2015-02-27,178.88141931232374,181.72014049523807,178.25880461998455,180.5698699951172,3884940000000.0,235660000000.0,32360000000.0,183.01140977024937,185.99690006715642,-14580309.0,4.135969284323958,185.38652801513672,197.4477878865108,173.32526814376263,1.0
2015-02-28,178.88141931232374,181.72014049523807,178.25880461998455,180.5698699951172,3884940000000.0,235660000000.0,32360000000.0,182.6357882663829,185.59489783959796,-14580309.0,4.206070378937716,184.45259857177734,195.76058224849436,173.14461489506033,1.0
2015-03-01,178.88141931232374,181.72014049523807,178.25880461998455,180.5698699951172,3884940000000.0,235660000000.0,32360000000.0,182.3179546861882,185.22267355482163,-14580309.0,4.276171473551473,183.51866912841797,193.65535759075908,173.38198066607686,1.0
2015-03-02,183.40863357750177,184.78050799939547,180.56991173834626,182.40611267089844,3884940000000.0,235660000000.0,32360000000.0,182.33151745306668,185.01403941527178,-798.0,4.212100402949113,182.93750871930803,192.23800629420344,173.6370111444126,1.0
2015-03-03,183.40858815247253,191.31267534223443,183.0709064747975,190.12020874023438,3884940000000.0,235660000000.0,32360000000.0,183.52977765109247,185.39227418008383,20636127.0,4.435970232803017,182.90735517229353,192.10379747513684,173.71091286945023,1.0
2015-03-04,191.2177133884745,191.98807793776965,185.7407833856929,187.38702392578125,3884940000000.0,235660000000.0,32360000000.0,184.12320015489075,185.54003342050586,6160080.0,4.677178447447026,182.69931030273438,191.28700654215527,174.11161406331348,0.0
2015-03-05,188.36847194556196,189.68758356851325,185.33980417017196,186.77499389648438,3884940000000.0,235660000000.0,32360000000.0,184.53116842282822,185.63151197428203,-4556622.0,4.685469720377916,182.44151851109095,190.21341752480947,174.66961949737242,0.0
2015-03-06,188.36847194556196,189.68758356851325,185.33980417017196,186.77499389648438,3884940000000.0,235660000000.0,32360000000.0,184.87637234185223,185.7162143388896,-4556622.0,4.623659909962441,182.62016405378068,190.68303675923437,174.557291348327,1.0
2015-03-07,188.36847194556196,189.68758356851325,185.33980417017196,186.77499389648438,3884940000000.0,235660000000.0,32360000000.0,185.16846796564178,185.794642454267,-4556622.0,4.561850099546967,182.79880959647042,191.12602190814903,174.4715972847918,1.0
2015-03-08,188.36847194556196,189.68758356851325,185.33980417017196,186.77499389648438,3884940000000.0,235660000000.0,32360000000.0,185.415625801156,185.86726107961644,-4556622.0,4.500040289131492,182.97745513916016,191.5448386450915,174.41007163322882,1.0
2015-03-09,186.8066448383877,188.21017684963792,182.38499771521208,183.54580688476562,3884940000000.0,235660000000.0,32360000000.0,185.12796135248055,185.69530150962748,-18622013.0,4.469135344884492,183.25182778494698,191.61121029857588,174.89244527131808,0.0
2015-03-10,183.3980689210352,184.84381113281867,180.53824216050202,181.3297119140625,3884940000000.0,235660000000.0,32360000000.0,184.54361528503162,185.37192450254858,-33856073.0,4.478181399198492,183.51866476876395,191.3199322642224,175.71739727330552,0.0
2015-03-11,181.7096109641289,183.53524506203746,179.90506788524,180.65432739257812,3884940000000.0,235660000000.0,32360000000.0,183.94526330157723,185.022472864773,-45491946.0,4.50456278371009,183.71163177490234,191.03910207968636,176.38416147011833,0.0
2015-03-12,181.08698707725134,183.07092347322398,180.58043633599468,182.3111114501953,3884940000000.0,235660000000.0,32360000000.0,183.69385532444156,184.82163127850797,-33709566.0,4.48044266574699,184.0402777535575,190.57842593604497,177.50212957107001,1.0
2015-03-13,183.4086255587271,183.53525621368158,178.76537474400735,179.41964721679688,3884940000000.0,235660000000.0,32360000000.0,183.03628484634237,184.42148431097382,-46645723.0,4.573910208205612,183.95811898367745,190.70955156194455,177.20668640541035,0.0
2015-03-14,183.4086255587271,183.53525621368158,178.76537474400735,179.41964721679688,3884940000000.0,235660000000.0,32360000000.0,182.4798790571815,184.0509778595533,-46645723.0,4.667377750664234,183.87596021379744,190.82996249080685,176.92195793678803,1.0
2015-03-15,183.4086255587271,183.53525621368158,178.76537474400735,179.41964721679688,3884940000000.0,235660000000.0,32360000000.0,182.00907415866078,183.70791633046025,-46645723.0,4.7608452931228555,183.7938014439174,190.94056988045295,176.64703300738185,1.0
2015-03-16,179.7151069853315,180.23219617421367,177.3512646552176,177.73117065429688,3884940000000.0,235660000000.0,32360000000.0,181.3509351579894,183.26519442852222,-60485713.0,4.6658692401190605,183.45987701416016,191.29012814759622,175.6296258807241,0.0
2015-03-17,179.51461991618274,181.4880039747807,177.49902563933523,180.8442840576172,3884940000000.0,235660000000.0,32360000000.0,181.2729888348552,183.0858677343811,-41415631.0,4.362098487833957,182.79731096540178,189.7166729121673,175.87794901863626,1.0
2015-03-18,180.87591673796032,184.0945440569233,180.39048520628248,183.33473205566406,3884940000000.0,235660000000.0,32360000000.0,181.59018009959502,183.10430212855024,-32145746.0,4.180438794874249,182.5078615461077,188.92064983993234,176.09507325228307,1.0
2015-03-19,184.79105234679406,185.03376110195487,180.2638796355956,180.69654846191406,3884940000000.0,235660000000.0,32360000000.0,181.45269830918255,182.9259500050957,-46080358.0,4.210588942589818,182.07368687220983,188.05020126821995,176.09717247619972,0.0
2015-03-20,181.06586310712186,181.75180723821296,179.10303186972072,180.26385498046875,3884940000000.0,235660000000.0,32360000000.0,181.26979933553426,182.72875778104927,-56486075.0,4.089231511886315,181.60860552106584,186.99322317091313,176.22398787121855,0.0
2015-03-21,181.06586310712186,181.75180723821296,179.10303186972072,180.26385498046875,3884940000000.0,235660000000.0,32360000000.0,181.11503866552417,182.54617238841368,-56486075.0,3.9678740811828113,181.14352416992188,185.6608216737955,176.62622666604824,1.0
2015-03-22,181.06586310712186,181.75180723821296,179.10303186972072,180.26385498046875,3884940000000.0,235660000000.0,32360000000.0,180.98408732936178,182.377111839677,-56486075.0,3.846516650479308,180.6784428187779,183.833491603834,177.52339403372181,1.0
2015-03-23,180.7704171112658,182.35334257039003,176.8869643013452,177.6995391845703,3884940000000.0,235660000000.0,32360000000.0,180.47877223016312,182.03062497633576,-69737758.0,3.820888017237808,180.26085226876395,183.3274126444592,177.1942918930687,0.0
2015-03-24,177.73117392144385,180.30606736012598,177.73117392144385,178.96585083007812,3884940000000.0,235660000000.0,32360000000.0,180.2460150916885,181.80360466920555,-60499327.0,3.6972683362639134,180.09200504847936,183.16535261747316,177.01865747948557,1.0
2015-03-25,179.1874964931651,179.29302204218607,177.4990313533964,178.32215881347656,3884940000000.0,235660000000.0,32360000000.0,179.9500372027328,181.5457197910034,-70764268.0,3.5661121585490707,179.92542157854353,183.11798074982724,176.73286240725983,0.0
2015-03-26,177.5201055356556,179.24022804045094,173.93213887203004,175.02963256835938,3884940000000.0,235660000000.0,32360000000.0,179.19305187436765,181.06304666340014,-91385614.0,3.7673694464913274,179.40531594412667,183.23296862418206,175.57766326407128,0.0
2015-03-27,176.00050893190502,176.23267920571067,169.15170423192131,171.31504821777344,3884940000000.0,235660000000.0,32360000000.0,177.9810513118147,180.34097270446483,-114712536.0,3.932447553928122,178.826416015625,184.60105502784756,173.05177700340244,0.0
2015-03-28,176.00050893190502,176.23267920571067,169.15170423192131,171.31504821777344,3884940000000.0,235660000000.0,32360000000.0,176.9555123742699,179.67238570545067,-114712536.0,4.097525661364917,178.24751608712333,185.25856126873188,171.23647090551478,1.0
2015-03-29,176.00050893190502,176.23267920571067,169.15170423192131,171.31504821777344,3884940000000.0,235660000000.0,32360000000.0,176.0877486578858,179.05332366932643,-114712536.0,4.262603768801711,177.66861615862166,185.54743723098755,169.78979508625576,1.0
2015-03-30,172.3492235164268,172.58137969712234,168.09641758852084,171.11453247070312,3884940000000.0,235660000000.0,32360000000.0,175.32263847524231,178.465265062021,-132043124.0,4.377177382344955,177.1959991455078,185.81746402178362,168.574534269232,0.0
2015-03-31,172.6446954538357,175.7894550768087,172.6446954538357,174.33316040039062,3884940000000.0,235660000000.0,32360000000.0,175.17041107911126,178.15918323523357,-111807729.0,4.31687604573978,176.73091888427734,185.2058421066389,168.2559956619158,1.0
2015-04-01,174.1009946881917,177.07689944110388,171.61052150679404,176.45428466796875,3884940000000.0,235660000000.0,32360000000.0,175.36793009278165,178.03289445247322,-97219198.0,4.442755980287566,176.23945835658483,183.8150012224158,168.66391549075388,1.0
2015-04-02,174.1009946881917,177.07689944110388,171.61052150679404,176.45428466796875,3884940000000.0,235660000000.0,32360000000.0,175.53506156588736,177.91596039436178,-97219198.0,4.492505727998321,175.93643951416016,183.0705131985627,168.8023658297576,1.0
2015-04-03,174.1009946881917,177.07689944110388,171.61052150679404,176.45428466796875,3884940000000.0,235660000000.0,32360000000.0,175.67648050466912,177.80768811833266,-97219198.0,4.693763054128149,175.66432734898157,182.36481601993725,168.9638386780259,1.0
2015-04-04,174.1009946881917,177.07689944110388,171.61052150679404,176.45428466796875,3884940000000.0,235660000000.0,32360000000.0,175.7961426836383,177.7074360108983,-97219198.0,4.895020380257977,175.39221518380302,181.5776952062947,169.20673516131134,1.0
2015-04-05,174.1009946881917,177.07689944110388,171.61052150679404,176.45428466796875,3884940000000.0,235660000000.0,32360000000.0,175.8973952966122,177.61460998549612,-97219198.0,5.096277706387805,175.12010301862443,180.68659665210672,169.55360938514215,1.0
2015-04-06,176.44371777441552,176.8658339877998,173.36228773222302,174.0482177734375,3884940000000.0,235660000000.0,32360000000.0,175.61290644689302,177.3504327846029,-109553294.0,4.956075419711515,174.85929434640067,180.24437823870505,169.4742104540963,0.0
2015-04-07,174.34371059685995,176.46483021621268,174.34371059685995,175.77890014648438,3884940000000.0,235660000000.0,32360000000.0,175.63844393913783,177.23402295955708,-88277840.0,4.923663004045129,174.63165501185827,179.51501958509886,169.7482904386177,1.0
2015-04-08,175.916096305387,183.51414675546147,175.78946565343347,182.7543487548828,3884940000000.0,235660000000.0,32360000000.0,176.7331985261755,177.64293598143308,-63456635.0,5.347283747847866,174.94824000767298,181.2351918569337,168.66128815841225,1.0
2015-04-09,182.66993945905946,189.74034853494143,181.25585482611137,188.91722106933594,3884940000000.0,235660000000.0,32360000000.0,178.60766353281556,178.4780682101666,-36180215.0,5.57416978644852,175.94021061488561,185.70369768280474,166.17672354696649,1.0
2015-04-10,188.88553987515138,191.8086817716713,187.65086291940392,190.86947631835938,3884940000000.0,235660000000.0,32360000000.0,180.49409626905307,179.39595029225495,-10856996.0,5.365372920625522,177.33695547921317,189.54019287222968,165.13371808619667,1.0
2015-04-11,188.88553987515138,191.8086817716713,187.65086291940392,190.86947631835938,3884940000000.0,235660000000.0,32360000000.0,182.09030858433096,180.2458411090034,-10856996.0,5.156576054802524,178.73370034354073,192.36104802272803,165.10635266435344,1.0
2015-04-12,188.88553987515138,191.8086817716713,187.65086291940392,190.86947631835938,3884940000000.0,235660000000.0,32360000000.0,183.4409497741815,181.03277705043718,-10856996.0,4.947779188979526,180.1304452078683,194.47207989233954,165.78881052339705,1.0
2015-04-13,191.3865793439159,195.1750590914559,189.68757581576838,194.70018005371094,3884940000000.0,235660000000.0,32360000000.0,185.17313904795526,182.0451772729019,9320346.0,5.0193878437713835,181.8151343209403,197.10438730777673,166.52588133410387,1.0
2015-04-14,191.3865793439159,195.1750590914559,189.68757581576838,194.70018005371094,3884940000000.0,235660000000.0,32360000000.0,186.63883766422538,182.98258488629514,9320346.0,5.186725247536706,183.2699214390346,199.34798941397878,167.1918534640904,1.0
2015-04-15,194.38357283803865,198.30923545992678,191.47099762105194,194.94288635253906,3884940000000.0,235660000000.0,32360000000.0,187.91638361627363,183.86853314305395,31551610.0,5.284715240719921,184.59053584507532,201.28256773887807,167.89850395127257,1.0
2015-04-16,195.12230060241112,197.9715748914242,193.9614914130464,195.93487548828125,3884940000000.0,235660000000.0,32360000000.0,189.14999775042864,184.76233627973747,51728912.0,5.180694208153349,185.9820066179548,202.99708187379028,168.9669313621193,1.0
2015-04-17,197.34893198056912,199.30121080791977,194.72127561461522,195.61827087402344,3884940000000.0,235660000000.0,32360000000.0,190.14511669252013,185.56647958301792,27770234.0,5.117376869510115,187.35086277553015,204.1461360768113,170.555589474249,0.0
2015-04-18,197.34893198056912,199.30121080791977,194.72127561461522,195.61827087402344,3884940000000.0,235660000000.0,32360000000.0,190.98714041275142,186.311056715685,27770234.0,5.05405953086688,188.71971893310547,204.7978531417501,172.64158472446084,1.0
2015-04-19,197.34893198056912,199.30121080791977,194.72127561461522,195.61827087402344,3884940000000.0,235660000000.0,32360000000.0,191.69962202217786,187.00047998667304,27770234.0,4.990742192223645,190.0885750906808,204.88007160256655,175.29707857879504,1.0
2015-04-20,197.82381244945904,197.85547011139863,185.41365674770591,186.92271423339844,3884940000000.0,235660000000.0,32360000000.0,190.9647131315964,186.99471956050456,-9857928.0,5.629189842803356,191.00818198067802,202.8006481010667,179.21571586028932,0.0
2015-04-21,187.87248736355457,189.00165299669248,184.13678433254347,184.9810028076172,3884940000000.0,235660000000.0,32360000000.0,190.04414231252267,186.84555535658697,-27564935.0,5.825171917431662,191.66547502790178,200.44131110731806,182.8896389484855,0.0
2015-04-22,186.13124886184616,187.1548747220745,182.9864893183087,185.67747497558594,3884940000000.0,235660000000.0,32360000000.0,189.3723473376093,186.75903088392022,-12803622.0,5.5711507961272195,191.87426975795202,199.83836922849417,183.91017028740987,1.0
2015-04-23,186.54282512771164,187.71418681500938,183.41917048015546,185.10763549804688,3884940000000.0,235660000000.0,32360000000.0,188.71623782383048,186.63670529978145,-26141440.0,5.271902412271781,191.60215650285994,200.23383206449583,182.97048094122405,0.0
2015-04-24,185.09709556668625,186.66946850740476,183.33476254962903,185.4980926513672,3884940000000.0,235660000000.0,32360000000.0,188.22113856652842,186.55236362212113,-13431586.0,5.213108634093806,191.21848624093192,200.4473016466435,181.98967083522035,1.0
2015-04-25,185.09709556668625,186.66946850740476,183.33476254962903,185.4980926513672,3884940000000.0,235660000000.0,32360000000.0,187.80220842573436,186.47426947613934,-13431586.0,5.15431485591583,190.8348159790039,200.55942575233072,181.1102062056771,1.0
2015-04-26,185.09709556668625,186.66946850740476,183.33476254962903,185.4980926513672,3884940000000.0,235660000000.0,32360000000.0,187.44772907583172,186.40196008171176,-13431586.0,5.095521077737855,190.4511457170759,200.58509003080167,180.3172014033501,1.0
2015-04-27,185.74078672530996,187.31315942242182,183.92569121516416,184.73826599121094,3884940000000.0,235660000000.0,32360000000.0,187.03088860127468,186.27872348241542,-24474511.0,4.945520001421436,189.73958042689733,199.98666389334596,179.4924969604487,0.0
